respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income_band,fashion_identity,style_primary,style_secondary,purchase_influence,sustainability_score,shop_frequency,monthly_fashion_spend,max_outfit_spend,mystery_box_wtp,discount_sensitivity,clothing_oversized_tees,clothing_baggy_jeans,clothing_coords_sets,clothing_dresses_skirts,clothing_jackets_blazers,clothing_kurtis_ethnic,clothing_cargo_joggers,clothing_crop_tops,colour_neutrals,colour_earthy_tones,colour_pastels,colour_bold_neon,colour_vintage_washed,colour_prints_patterns,colour_monochrome,accessory_bags_totes,accessory_jewellery,accessory_belts_clips,accessory_caps_hats,accessory_sunglasses,upcycle_interest,bundle_preference,occasion_festivals,occasion_everyday_casual,occasion_college_work,occasion_weddings_events,occasion_travel,occasion_gifting,prior_thrift_experience,top_concern,discovery_channel,purchase_motivator,digital_trust_score,size_confidence,ugc_propensity,return_policy_sensitivity,subscription_intent,gifting_behaviour,purchase_intent
52,Fence-Sitter,45+,Male,Metro,Working professional,10k-25k,Fashion as self-expression,Minimal / Clean girl,Cottagecore / Boho,Peer recommendations,2,Few times a year,Under 500,300-700,500-800,Definitely yes,1,1,0,1,1,0,0,0,1.0,1,1.0,0,1,0,1,1,1,0,1,0.0,Interested if priced right,Prefer complete looks,0,1,0,0,1.0,0,No but open,Limited style options,Instagram/Reels,Easy returns,Reviews and tagged photos,Unsure - it concerns me,No,Depends on price,No interest,Rarely,Maybe
53,Occasional Gifter,35-44,Female,Metro,Working professional,25k-50k,Follow trends to fit in,Cottagecore / Boho,Streetwear,Peer recommendations,2,Once every 2-3 months,1000-2500,1500-3000,1200-1800,Unsure,1,0,1,1,0,1,0,0,0.0,1,1.0,1,1,0,1,0,1,0,0,0.0,Interested if priced right,Sometimes if it appeals,1,1,0,0,0.0,0,No and unlikely,Hygiene/Cleanliness,WhatsApp drops,Low prices,COD/Easy return,Somewhat confident,Occasionally,Makes me hesitate,No interest,Yes frequently,Maybe
54,Occasional Gifter,23-27,Female,Tier 2,Self-employed/Freelancer,50k-1L,Follow trends to fit in,Formal / Classic,Minimal / Clean girl,Brand reputation,3,Once a month,500-1000,1500-3000,800-1200,Unsure,1,0,1,1,1,1,0,1,1.0,1,1.0,0,1,0,1,1,0,1,0,1.0,Curious but unsure,Sometimes if it appeals,0,1,1,1,1.0,0,No but open,Quality/Wear and tear,Pop-up events,Low prices,Follower count/Brand credibility,Unsure - it concerns me,Engage but rarely post,Comfortable with it,Would subscribe immediately,Yes frequently,Maybe
55,Bargain Hunter,18-22,Female,Tier 3 / Small town,Self-employed/Freelancer,10k-25k,Follow trends to fit in,Formal / Classic,Dark academia,Price/Affordability,3,Few times a year,500-1000,700-1500,800-1200,Definitely yes,0,0,1,0,0,0,0,0,0.0,1,1.0,0,0,0,0,1,0,1,0,0.0,Interested if priced right,Prefer complete looks,0,1,1,0,0.0,0,Yes a few times,Quality/Wear and tear,YouTube hauls,Low prices,COD/Easy return,Somewhat confident,Engage but rarely post,Yes would stop me,Maybe after first box,Yes frequently,Interested
56,Occasional Gifter,35-44,Male,Metro,Homemaker,25k-50k,Avoid fast fashion actively,Formal / Classic,None,Sustainability,2,Few times a year,500-1000,1500-3000,500-800,Likely yes,0,0,1,0,0,1,0,1,0.0,0,1.0,0,1,0,1,0,1,1,1,1.0,Curious but unsure,Prefer to mix myself,1,1,0,0,0.0,1,Yes a few times,Hygiene/Cleanliness,Pop-up events,Great curation,Clear size guide and photos,Unsure - it concerns me,Engage but rarely post,Comfortable with it,Maybe after first box,Yes frequently,Maybe
57,Aesthetic Chaser,23-27,Non-binary/Gender fluid,Tier 2,Self-employed/Freelancer,25k-50k,Fashion as self-expression,Y2K / Retro,None,Sustainability,3,Once a month,1000-2500,700-1500,800-1200,Definitely yes,0,1,1,0,0,0,0,1,1.0,0,0.0,0,1,0,1,0,1,0,1,0.0,Interested if priced right,Sometimes if it appeals,1,0,1,0,1.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Unique pieces,Reviews and tagged photos,Very confident,Occasionally,Comfortable with it,Would subscribe immediately,Rarely,Interested
58,Aesthetic Chaser,18-22,Female,Metro,Student,10k-25k,Fashion as self-expression,Y2K / Retro,Sporty / Athleisure,Social media trends,2,Multiple times a month,2500-5000,Above 3000,Would not buy,Unsure,0,0,1,0,0,0,0,1,1.0,0,1.0,1,0,0,0,1,1,0,0,1.0,Very interested,Prefer complete looks,0,1,1,1,0.0,0,Yes a few times,Hygiene/Cleanliness,WhatsApp drops,Unique pieces,Clear size guide and photos,Unsure - it concerns me,Occasionally,Comfortable with it,Prefer one-off,Yes frequently,Interested
59,Aesthetic Chaser,18-22,Female,Tier 2,Working professional,25k-50k,Fashion as self-expression,Y2K / Retro,None,Price/Affordability,2,Once a month,Under 500,700-1500,800-1200,Definitely yes,0,1,1,1,0,0,0,1,1.0,0,0.0,0,1,1,0,1,0,1,0,0.0,Not interested,Sometimes if it appeals,1,0,1,0,0.0,0,No but open,Quality/Wear and tear,Website/Online store,Unique pieces,Reviews and tagged photos,Somewhat confident,Yes regularly,Makes me hesitate,No interest,Rarely,Interested
60,Conscious Spender,23-27,Male,Metro,Homemaker,10k-25k,Follow trends to fit in,Cottagecore / Boho,Formal / Classic,Brand reputation,1,Once every 2-3 months,1000-2500,300-700,800-1200,Likely yes,1,0,0,1,0,0,1,0,0.0,1,0.0,0,0,1,0,0,1,1,0,0.0,Interested if priced right,Prefer to mix myself,0,1,0,0,1.0,0,Yes a few times,No major concerns,Website/Online store,Great curation,COD/Easy return,Somewhat confident,Yes regularly,Comfortable with it,Maybe after first box,Rarely,Interested
61,Conscious Spender,18-22,Male,Metro,Student,Above 1L,Dress for comfort/practicality,Minimal / Clean girl,Dark academia,Sustainability,1,Once a month,1000-2500,700-1500,1200-1800,Likely yes,1,1,1,0,1,0,0,1,0.0,0,0.0,0,1,1,0,1,1,1,1,0.0,Very interested,Sometimes if it appeals,0,1,1,0,1.0,0,No but open,Size availability,Website/Online store,Sustainability,Clear size guide and photos,Unsure - it concerns me,No,Makes me hesitate,Prefer one-off,Never,Maybe
62,Aesthetic Chaser,18-22,Female,Tier 3 / Small town,Student,10k-25k,Fashion as self-expression,Y2K / Retro,Dark academia,Personal expression,1,Once a month,500-1000,300-700,800-1200,Likely yes,1,1,1,1,0,0,0,1,0.0,1,0.0,0,1,1,0,0,1,1,1,0.0,Interested if priced right,No preference,1,1,1,0,1.0,0,No but open,Size availability,WhatsApp drops,Great curation,Clear size guide and photos,Somewhat confident,Occasionally,Depends on price,Maybe after first box,Yes occasionally,Interested
63,Fence-Sitter,28-34,Female,Metro,Student,10k-25k,Avoid fast fashion actively,Minimal / Clean girl,None,Sustainability,2,Few times a year,500-1000,300-700,800-1200,Unsure,1,0,0,1,0,0,0,1,1.0,0,0.0,0,0,1,1,1,0,1,0,0.0,Curious but unsure,Sometimes if it appeals,0,0,1,1,0.0,0,No but open,Size availability,Instagram/Reels,Great curation,COD/Easy return,Somewhat confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Yes occasionally,Maybe
64,Conscious Spender,23-27,Prefer not to say,Metro,Working professional,50k-1L,Avoid fast fashion actively,Streetwear,None,Social media trends,2,Once every 2-3 months,1000-2500,Above 3000,500-800,Probably not,1,1,1,0,1,0,1,0,1.0,1,0.0,1,1,1,0,1,1,1,0,0.0,Curious but unsure,Prefer complete looks,1,1,1,0,0.0,0,No but open,Quality/Wear and tear,Website/Online store,Sustainability,Reviews and tagged photos,Unsure - it concerns me,Yes regularly,Makes me hesitate,Maybe after first box,Rarely,Not Interested
65,Conscious Spender,28-34,Female,Tier 2,Working professional,25k-50k,Avoid fast fashion actively,Cottagecore / Boho,None,Price/Affordability,2,Once every 2-3 months,Above 5000,700-1500,1200-1800,Unsure,0,0,1,1,0,0,0,0,1.0,1,1.0,0,1,1,0,1,1,1,0,0.0,Interested if priced right,Prefer complete looks,0,0,0,1,0.0,0,Yes a few times,Limited style options,WhatsApp drops,Sustainability,Reviews and tagged photos,Somewhat confident,Yes regularly,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
66,Bargain Hunter,23-27,Female,Metro,Student,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,Streetwear,Brand reputation,4,Few times a year,1000-2500,Under 300,Under 500,Definitely yes,1,1,1,1,0,0,0,0,1.0,0,1.0,0,1,0,1,1,0,1,0,0.0,Not interested,No preference,0,1,0,0,0.0,1,No but open,No major concerns,YouTube hauls,Low prices,Reviews and tagged photos,Somewhat confident,No,Comfortable with it,Maybe after first box,Yes frequently,Interested
67,Aesthetic Chaser,18-22,Female,Tier 2,Working professional,10k-25k,Fashion as self-expression,Y2K / Retro,None,Social media trends,3,Once a month,2500-5000,700-1500,1200-1800,Definitely yes,1,1,0,1,0,0,0,1,0.0,1,0.0,0,1,1,0,0,1,0,1,1.0,Curious but unsure,Prefer to mix myself,0,1,0,0,1.0,0,Yes regularly,No major concerns,WhatsApp drops,Great curation,Reviews and tagged photos,Very confident,Yes regularly,Comfortable with it,Prefer one-off,Yes frequently,Interested
68,Fence-Sitter,28-34,Female,Metro,Working professional,10k-25k,Fashion as self-expression,Sporty / Athleisure,None,Sustainability,3,Few times a year,500-1000,300-700,500-800,Definitely yes,0,0,0,0,1,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0,0,1.0,Curious but unsure,Prefer complete looks,0,1,1,0,0.0,1,Yes a few times,Size availability,Website/Online store,Social proof,Clear size guide and photos,Unsure - it concerns me,Occasionally,Yes would stop me,No interest,Rarely,Maybe
69,Aesthetic Chaser,23-27,Female,Metro,Student,Above 1L,Fashion as self-expression,Y2K / Retro,Formal / Classic,Brand reputation,2,Few times a year,1000-2500,1500-3000,500-800,Likely yes,0,1,0,0,0,0,0,1,1.0,1,1.0,1,1,0,1,1,1,1,1,1.0,Curious but unsure,Prefer to mix myself,1,1,1,0,0.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Easy returns,Clear size guide and photos,Unsure - it concerns me,No,Makes me hesitate,Prefer one-off,Rarely,Maybe
70,Skeptic,35-44,Female,Tier 2,Homemaker,25k-50k,Dress for comfort/practicality,Cottagecore / Boho,Dark academia,Price/Affordability,4,Rarely,Above 5000,300-700,1200-1800,Probably not,0,1,1,0,0,0,0,0,1.0,1,0.0,1,0,1,0,1,1,1,1,0.0,Curious but unsure,No preference,0,1,1,0,0.0,0,No and unlikely,Limited style options,Instagram/Reels,Influencer wearing it,Follower count/Brand credibility,Somewhat confident,Engage but rarely post,Yes would stop me,Prefer one-off,Never,Maybe
71,Fence-Sitter,23-27,Female,Metro,Unemployed/Between jobs,25k-50k,Follow trends to fit in,Streetwear,None,Peer recommendations,2,Multiple times a month,Under 500,300-700,800-1200,Probably not,1,0,0,0,0,0,1,0,1.0,1,0.0,0,1,0,1,0,0,0,1,0.0,Curious but unsure,Sometimes if it appeals,1,1,1,0,1.0,1,No and unlikely,Quality/Wear and tear,Website/Online store,Great curation,Follower count/Brand credibility,Not confident at all,No,Makes me hesitate,No interest,Yes frequently,Not Interested
72,Aesthetic Chaser,18-22,Female,Metro,Working professional,10k-25k,Dress for comfort/practicality,Y2K / Retro,None,Brand reputation,2,Multiple times a month,1000-2500,1500-3000,800-1200,Unsure,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,1,0,0,1,1,0,1.0,Curious but unsure,Sometimes if it appeals,0,1,1,0,1.0,0,Yes regularly,Limited style options,Instagram/Reels,Unique pieces,Reviews and tagged photos,Very confident,Occasionally,Depends on price,Prefer one-off,Yes occasionally,Interested
73,Aesthetic Chaser,18-22,Female,Tier 3 / Small town,Working professional,10k-25k,Fashion as self-expression,Y2K / Retro,None,Social media trends,3,Multiple times a month,Above 5000,Above 3000,1200-1800,Likely yes,0,1,1,1,0,0,0,0,1.0,1,1.0,1,1,1,0,0,1,1,1,0.0,Curious but unsure,Prefer complete looks,1,1,1,1,0.0,0,Yes a few times,No major concerns,Website/Online store,Low prices,COD/Easy return,Somewhat confident,Engage but rarely post,Comfortable with it,No interest,Never,Interested
74,Fence-Sitter,18-22,Male,Tier 3 / Small town,Student,50k-1L,Fashion as self-expression,Y2K / Retro,None,Sustainability,3,Multiple times a month,Above 5000,Under 300,500-800,Definitely yes,0,0,0,0,1,0,0,1,1.0,0,1.0,0,1,1,0,1,0,0,1,0.0,Curious but unsure,Prefer complete looks,0,1,0,0,0.0,0,No but open,Size availability,Instagram/Reels,Sustainability,COD/Easy return,Very confident,Engage but rarely post,Comfortable with it,No interest,Yes frequently,Interested
75,Fence-Sitter,18-22,Female,Tier 3 / Small town,Student,25k-50k,Fashion as self-expression,Cottagecore / Boho,Formal / Classic,Peer recommendations,2,Once every 2-3 months,Above 5000,Above 3000,1200-1800,Definitely yes,0,0,1,1,1,0,0,1,0.0,0,0.0,0,0,1,0,0,1,1,0,0.0,Not interested,Sometimes if it appeals,1,1,1,1,0.0,0,No but open,Hygiene/Cleanliness,Instagram/Reels,Social proof,Clear size guide and photos,Somewhat confident,Engage but rarely post,Yes would stop me,Would subscribe immediately,Yes occasionally,Interested
76,Fence-Sitter,23-27,Female,Rural,Working professional,10k-25k,Follow trends to fit in,Minimal / Clean girl,None,Price/Affordability,3,Multiple times a month,1000-2500,700-1500,500-800,Likely yes,1,0,1,0,1,0,0,0,1.0,0,1.0,0,0,1,1,0,0,0,0,0.0,Interested if priced right,Prefer to mix myself,0,0,1,0,1.0,1,Yes regularly,No major concerns,YouTube hauls,Easy returns,COD/Easy return,Somewhat confident,Occasionally,Yes would stop me,Prefer one-off,Rarely,Interested
77,Fence-Sitter,23-27,Female,Metro,Student,10k-25k,Buy what is affordable,Cottagecore / Boho,None,Brand reputation,2,Once a month,2500-5000,700-1500,500-800,Likely yes,0,0,0,1,0,1,1,1,1.0,0,0.0,1,0,1,0,1,1,1,0,0.0,Not interested,Prefer complete looks,1,1,1,1,0.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Low prices,Clear size guide and photos,Unsure - it concerns me,Occasionally,Yes would stop me,No interest,Yes frequently,Maybe
78,Aesthetic Chaser,18-22,Female,Metro,Working professional,25k-50k,Avoid fast fashion actively,Sporty / Athleisure,None,Social media trends,2,Once every 2-3 months,500-1000,300-700,1200-1800,Likely yes,0,0,1,0,1,0,1,1,0.0,1,0.0,1,0,0,1,1,0,1,0,0.0,Very interested,Sometimes if it appeals,1,1,1,0,0.0,0,Yes a few times,No major concerns,WhatsApp drops,Great curation,Clear size guide and photos,Unsure - it concerns me,Occasionally,Comfortable with it,Prefer one-off,Never,Interested
79,Conscious Spender,28-34,Female,Metro,Working professional,50k-1L,Avoid fast fashion actively,Streetwear,None,Sustainability,1,Once every 2-3 months,1000-2500,700-1500,Under 500,Likely yes,1,1,0,0,1,0,0,1,0.0,0,0.0,0,1,1,0,1,0,1,1,0.0,Interested if priced right,Sometimes if it appeals,1,0,1,0,1.0,0,No but open,Quality/Wear and tear,Website/Online store,Easy returns,Clear size guide and photos,Not confident at all,Engage but rarely post,Makes me hesitate,Maybe after first box,Never,Maybe
80,Aesthetic Chaser,28-34,Female,Metro,Working professional,10k-25k,Avoid fast fashion actively,Streetwear,None,Sustainability,3,Once a month,1000-2500,700-1500,800-1200,Unsure,1,1,0,0,1,0,0,0,0.0,1,0.0,1,0,1,1,1,0,1,1,1.0,Very interested,Sometimes if it appeals,0,1,1,0,1.0,1,Yes a few times,Quality/Wear and tear,Instagram/Reels,Unique pieces,Clear size guide and photos,Unsure - it concerns me,Occasionally,Yes would stop me,Maybe after first box,Never,Maybe
81,Occasional Gifter,28-34,Male,Metro,Self-employed/Freelancer,Below 10k,Dress for comfort/practicality,Formal / Classic,None,Sustainability,2,Rarely,2500-5000,300-700,800-1200,Likely yes,0,0,0,1,1,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,1.0,Interested if priced right,Sometimes if it appeals,1,1,0,1,0.0,1,No but open,Limited style options,Pop-up events,Influencer wearing it,Clear size guide and photos,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,No interest,Yes occasionally,Maybe
82,Bargain Hunter,23-27,Female,Tier 3 / Small town,Student,Below 10k,Dress for comfort/practicality,Formal / Classic,Y2K / Retro,Price/Affordability,4,Once a month,Under 500,300-700,500-800,Unsure,0,0,0,0,1,1,0,1,0.0,0,1.0,0,0,0,0,1,0,0,0,1.0,Very interested,Sometimes if it appeals,1,1,0,1,0.0,0,No and unlikely,Quality/Wear and tear,Instagram/Reels,Low prices,COD/Easy return,Not confident at all,Engage but rarely post,Makes me hesitate,No interest,Yes occasionally,Maybe
83,Conscious Spender,23-27,Female,Metro,Working professional,25k-50k,Avoid fast fashion actively,Formal / Classic,Cottagecore / Boho,Sustainability,1,Once every 2-3 months,500-1000,Above 3000,1200-1800,Unsure,0,0,0,0,0,0,1,0,1.0,0,0.0,0,1,1,1,0,1,1,0,0.0,Very interested,Sometimes if it appeals,1,0,1,0,1.0,1,No but open,Quality/Wear and tear,Instagram/Reels,Sustainability,Reviews and tagged photos,Very confident,Engage but rarely post,Comfortable with it,No interest,Rarely,Interested
84,Aesthetic Chaser,23-27,Male,Tier 2,Student,Below 10k,Buy what is affordable,Minimal / Clean girl,None,Social media trends,2,Multiple times a month,2500-5000,300-700,500-800,No,1,0,1,0,0,0,0,1,1.0,1,0.0,0,0,0,1,0,0,1,0,1.0,Interested if priced right,Sometimes if it appeals,1,1,1,0,0.0,1,No but open,Social stigma,Instagram/Reels,Great curation,Clear size guide and photos,Not confident at all,Yes regularly,Makes me hesitate,Would subscribe immediately,Rarely,Maybe
85,Conscious Spender,18-22,Female,Tier 2,Working professional,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,Y2K / Retro,Social media trends,3,Multiple times a month,2500-5000,Above 3000,800-1200,Likely yes,0,0,0,0,1,0,0,0,1.0,1,0.0,0,1,0,0,0,1,1,0,0.0,Interested if priced right,Sometimes if it appeals,0,1,0,0,1.0,1,Yes a few times,No major concerns,Instagram/Reels,Easy returns,COD/Easy return,Very confident,Yes regularly,Yes would stop me,Prefer one-off,Yes frequently,Interested
86,Conscious Spender,28-34,Female,Metro,Working professional,25k-50k,Avoid fast fashion actively,Streetwear,None,Sustainability,2,Once every 2-3 months,2500-5000,700-1500,1200-1800,Unsure,1,1,0,0,1,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,1,1.0,Very interested,Sometimes if it appeals,1,1,1,1,1.0,0,Yes a few times,No major concerns,YouTube hauls,Unique pieces,Clear size guide and photos,Unsure - it concerns me,Occasionally,Makes me hesitate,Maybe after first box,Rarely,Maybe
87,Fence-Sitter,18-22,Female,Metro,Self-employed/Freelancer,25k-50k,Follow trends to fit in,Minimal / Clean girl,None,Sustainability,2,Few times a year,500-1000,700-1500,Under 500,Likely yes,0,0,1,0,1,0,0,0,1.0,0,1.0,0,1,0,0,1,1,0,0,0.0,Curious but unsure,Prefer to mix myself,0,1,1,0,0.0,0,No but open,Hygiene/Cleanliness,WhatsApp drops,Low prices,Clear size guide and photos,Not confident at all,Yes regularly,Comfortable with it,Prefer one-off,Rarely,Maybe
88,Bargain Hunter,Under 18,Non-binary/Gender fluid,Tier 3 / Small town,Student,Below 10k,Buy what is affordable,Streetwear,Cottagecore / Boho,Price/Affordability,4,Multiple times a month,500-1000,1500-3000,Under 500,Definitely yes,1,0,0,0,0,1,0,0,1.0,0,0.0,1,1,1,0,0,0,1,1,1.0,Interested if priced right,Prefer complete looks,0,0,0,1,0.0,0,Yes regularly,Limited style options,WhatsApp drops,Low prices,Clear size guide and photos,Somewhat confident,Engage but rarely post,Makes me hesitate,No interest,Yes frequently,Interested
89,Occasional Gifter,28-34,Female,Metro,Working professional,50k-1L,Buy what is affordable,Dark academia,None,Celebrity/Influencer,3,Few times a year,1000-2500,700-1500,800-1200,Likely yes,1,0,1,1,1,1,1,1,0.0,1,0.0,0,1,1,1,0,1,1,0,0.0,Interested if priced right,Prefer complete looks,0,0,0,1,0.0,0,No and unlikely,Hygiene/Cleanliness,Pop-up events,Great curation,Clear size guide and photos,Unsure - it concerns me,Engage but rarely post,Depends on price,Would subscribe immediately,Yes occasionally,Maybe
90,Conscious Spender,23-27,Female,Tier 3 / Small town,Self-employed/Freelancer,10k-25k,Fashion as self-expression,Streetwear,None,Social media trends,1,Once every 2-3 months,2500-5000,300-700,800-1200,No,0,0,1,0,0,0,0,0,1.0,0,0.0,1,0,1,1,1,0,0,1,1.0,Interested if priced right,Sometimes if it appeals,0,1,1,1,0.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Sustainability,Follower count/Brand credibility,Not confident at all,Occasionally,Makes me hesitate,Would subscribe immediately,Yes occasionally,Not Interested
91,Aesthetic Chaser,18-22,Male,Tier 3 / Small town,Student,10k-25k,Buy what is affordable,Cottagecore / Boho,Y2K / Retro,Social media trends,3,Multiple times a month,500-1000,Under 300,800-1200,Definitely yes,1,1,0,0,0,0,0,1,1.0,1,1.0,0,0,0,0,0,1,1,0,0.0,Very interested,Sometimes if it appeals,0,1,1,0,1.0,0,Yes regularly,No major concerns,Instagram/Reels,Great curation,Clear size guide and photos,Somewhat confident,Yes regularly,Comfortable with it,Prefer one-off,Rarely,Interested
92,Fence-Sitter,28-34,Female,Metro,Self-employed/Freelancer,Below 10k,Dress for comfort/practicality,Minimal / Clean girl,Dark academia,Social media trends,4,Once every 2-3 months,1000-2500,700-1500,800-1200,Probably not,0,0,0,0,1,1,0,1,1.0,0,1.0,0,1,0,1,1,0,0,0,1.0,Interested if priced right,Sometimes if it appeals,0,0,0,1,1.0,0,Yes a few times,Hygiene/Cleanliness,Word of mouth,Low prices,Clear size guide and photos,Very confident,No,Makes me hesitate,Prefer one-off,Never,Interested
